ID;Zona Urbana/Rural;Usuário;Você tem título de eleitor e vota em Itaíba?;Em qual localidade você mora?;Sexo;Idade;Escolaridade;Renda da Família;Vamos começar a pesquisa. Por favor, reflita. Neste ano, 2024, terá eleição para Prefeitura de Itaíba. Você já tem candidato?;Se sim, quem?;Considerando opções, se os candidatos forem estes, em quem você votaria?;E, considerando estas diferentes opções, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;Na sua opinião, qual seria o candidato a vice-prefeito ideal para Rogéria Martins?;Mudando de assunto. Na sua opinião, a Prefeita de Itaíba, Regina da Saúde, está realizando uma administração:;5 ̊) De um modo geral, você aprova ou desaprova a gestão da Prefeita de Itaíba, Regina da Saúde?;Em relação ao Governo Estadual, a governadora Raquel Lyra, está realizando uma administração:;Em relação ao Governo Federal, o presidente Lula, está realizando uma administração:;Agora, sobre as dificuldades do dia a dia, na sua opinião, qual é o principal problema de Itaíba?;Agora, avalie cada área do município entre ótimo, bom, regular, ruim ou péssimo: Saúde;Educação;Segurança;Limpeza;Calçamento/Estradas;Iluminação Pública;Assistência Social/Ação Social;Transporte (Carro da Saúde/Escolar);Lazer (Festas, Incentivo a Cultura, Esportes);Agricultura (Apoio ao Produtor Rural);Abastecimento de Água;Na sua opinião, qual obra ou ação você gostaria que fosse realizada pelo próximo prefeito(a) de Itaíba?;Ainda sobre política, reflita. Qual o vereador mais atuante/que mais trabalha por Itaíba?;Para cada um desses nomes, diga se VOTARIA COM CERTEZA, PODERIA VOTAR, NÃO VOTARIA DE JEITO NENHUM ou NÃO CONHECE O SUFICIENTE PARA OPINAR: Rogéria Martins;Pedro Pilota;Valdo do Pipa;Por último, reflita. Você votaria num candidato(a) apoiado pela atual prefeita Regina da Saúde?
292;Zona Rural;Arthur;Sim;Sítio Salgado;Masculino;34 a 44 anos;Até a faculdade ou mais;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Ótima;Saúde;Péssimo;Bom;Bom;Ótimo;Regular;Bom;Bom;Regular;Regular;Regular;Bom;Melhorias e novos postos de saúde;Jorge do Cachorro Quente;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
295;Zona Urbana;Luís ;Sim;Centro;Feminino;45 a 59 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Ruim;Limpeza;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Calçamento de Ruas;Jessé;Poderia votar;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
298;Zona Urbana;Luís ;Sim;Centro;Feminino;60 anos ou mais;Até o ensino fundamental;Prefere não responder;Sim;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;;Péssima;Desaprova;Péssima;Regular;Administração;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Melhorias e novos postos de saúde;Nenhum;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não votaria
301;Zona Rural;Riquinho ;Sim;Sítio Salgado;Masculino;45 a 59 anos;Analfabeto/Lê e Escreve;Prefere não responder;Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Boa;Aprova;Regular;Regular;Segurança;Bom;Bom;Péssimo;Bom;Regular;Bom;Bom;Bom;Péssimo;Bom;Regular;Recuperar e construir escolas;Nenhum;Poderia votar;Poderia votar;Poderia votar;Depende do candidato
302;Zona Rural;Riquinho ;Sim;Sítio Salgado;Feminino;34 a 44 anos;Até o ensino fundamental;Prefere não responder;Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Regular;Regular;Segurança;Bom;Bom;Péssimo;Regular;Regular;Bom;Regular;Bom;Péssimo;Regular;Regular;Melhorias e novos postos de saúde;Celso;Poderia votar;Poderia votar;Poderia votar;Depende do candidato
303;Zona Rural;Riquinho ;Sim;Sítio Salgado;Masculino;60 anos ou mais;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Ruim;Ótima;Abastecimento de Água;Bom;Ótimo;Péssimo;Bom;Regular;Bom;Bom;Bom;Péssimo;Bom;Péssimo;Recuperar e construir escolas;Nenhum;Poderia votar;Votaria com certeza;Poderia votar;Depende do candidato
304;Zona Rural;Riquinho ;Sim;Sítio Salgado;Feminino;45 a 59 anos;Até a faculdade ou mais;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Ruim;Boa;Segurança;Ótimo;Ótimo;Péssimo;Bom;Regular;Bom;Bom;Bom;Péssimo;Bom;Bom;Recuperar e construir escolas;Nenhum;Poderia votar;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
305;Zona Rural;Andrynnes ;Sim;Assentamento Lagoa Comprida;Feminino;60 anos ou mais;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Boa;Aprova;Péssima;Ótima;Estradas/Calçamento/Asfalto;Regular;Regular;Ruim;Ótimo;Ruim;Regular;Regular;Bom;Regular;Péssimo;Bom;Calçamento de Ruas;Jorge do Cachorro Quente;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Poderia votar;Depende do candidato
306;Zona Rural;Manuela ;Sim;Assentamento Lagoa Comprida;Masculino;60 anos ou mais;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Regular;Não sabe/Não respondeu;Péssima;Ótima;Iluminação;Regular;Regular;Ruim;Bom;Ruim;Bom;Bom;Regular;Ruim;Ruim;Regular;Manutenção das Estradas;Jessé;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Votaria com certeza;Não votaria
307;Zona Rural;Riquinho ;Sim;Assentamento Lagoa Comprida;Feminino;45 a 59 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Regular;Regular;Segurança;Bom;Ótimo;Ruim;Regular;Bom;Ótimo;Bom;Ótimo;Regular;Ótimo;Bom;Recuperação e mais Praças;Marcelo Pilota;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
312;Zona Rural;Wenia ;Sim;Libertação;Masculino;45 a 59 anos;Até o ensino fundamental;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Ótima;Regular;Estradas/Calçamento/Asfalto;Ótimo;Ótimo;Ótimo;Ótimo;Péssimo;Ótimo;Bom;Bom;Regular;Bom;Bom;Manutenção das Estradas;Dindo;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
313;Zona Rural;Arthur;Sim;Assentamento Lagoa Comprida;Feminino;34 a 44 anos;Até o ensino médio;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Boa;Saúde;Péssimo;Regular;Regular;Ruim;Bom;Bom;Regular;Regular;Regular;Regular;Bom;Investir mais em segurança;Nenhum;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
314;Zona Rural;Arthur;Sim;Angico;Masculino;34 a 44 anos;Até o ensino médio;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Ótima;Saúde;Péssimo;Bom;Bom;Regular;Bom;Regular;Regular;Regular;Bom;Bom;Bom;Melhorias e novos postos de saúde;Jorge do Cachorro Quente;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
315;Zona Rural;Arthur;Sim;Angico;Feminino;25 a 34 anos;Até a faculdade ou mais;Prefere não responder;Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Ótima;Aprova;Boa;Boa;Segurança;Bom;Ótimo;Péssimo;Bom;Bom;Regular;Regular;Regular;Regular;Bom;Regular;Investir mais em segurança;Jorge do Cachorro Quente;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Votaria com certeza;Sim, votaria
316;Zona Rural;Luciana ;Sim;Libertação;Masculino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Regular;Desaprova;Regular;Regular;Estradas/Calçamento/Asfalto;Regular;Bom;Bom;Bom;Ruim;Bom;Regular;Ótimo;Bom;Bom;Bom;Atrair empresas e gerar empregos;Nenhum;Poderia votar;Votaria com certeza;Poderia votar;Depende do candidato
317;Zona Rural;Luciana ;Sim;Libertação;Feminino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;;Boa;Aprova;Boa;Regular;Administração;Bom;Bom;Péssimo;Bom;Péssimo;Bom;Bom;Ruim;Não sabe/Não respondeu;Não sabe/Não respondeu;Péssimo;Calçamento de Ruas;Lula do Doce;Não votaria de jeito nenhum;Poderia votar;Poderia votar;Depende do candidato
319;Zona Rural;Wenia ;Sim;Sítio Santa Maria;Feminino;45 a 59 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;;Ótima;Aprova;Regular;Regular;Estradas/Calçamento/Asfalto;Ótimo;Regular;Bom;Regular;Péssimo;Péssimo;Regular;Bom;Regular;Péssimo;Péssimo;Manutenção das Estradas;Essio Tenório;Votaria com certeza;Poderia votar;Poderia votar;Não sabe/Não respondeu
320;Zona Rural;Wenia ;Sim;Sítio Santa Maria;Feminino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Regular;Aprova;Boa;Regular;Estradas/Calçamento/Asfalto;Bom;Bom;Bom;Regular;Péssimo;Péssimo;Regular;Ruim;Regular;Regular;Regular;Recuperar e construir escolas;Não sabe/Não respondeu;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
323;Zona Rural;agatha ;Sim;Sítio Santa Maria;Feminino;25 a 34 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;;Regular;Aprova;Regular;Péssima;Nenhum;Ótimo;Ótimo;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Ótimo;Ótimo;Não sabe/Não respondeu;Essio Tenório;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu
324;Zona Rural;agatha ;Sim;Sítio Santa Maria;Feminino;34 a 44 anos;Até a faculdade ou mais;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Rogéria Martins;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Regular;Regular;Administração;Ótimo;Ótimo;Regular;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Regular;Recuperar e construir escolas;Essio Tenório;Poderia votar;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
326;Zona Rural;Andrynnes ;Sim;Angico;Feminino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Regular;Péssima;Saúde;Regular;Ótimo;Regular;Ótimo;Péssimo;Ótimo;Ótimo;Ótimo;Regular;Regular;Bom;Melhorias e novos postos de saúde;Essio Tenório;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
327;Zona Rural;Andrynnes ;Sim;Sítio Caraíbas;Feminino;16 a 24 anos;Até o ensino médio;Prefere não responder;Não;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;;Regular;Aprova;Boa;Ótima;Geração de Emprego e Renda;Regular;Regular;Regular;Regular;Péssimo;Péssimo;Bom;Bom;Regular;Bom;Bom;Calçamento de Ruas;Nenhum;Poderia votar;Poderia votar;Não votaria de jeito nenhum;Depende do candidato
328;Zona Rural;Andrynnes ;Sim;Assentamento Santa Luzia;Masculino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;;Boa;Aprova;Não sabe/Não respondeu;Boa;Saúde;Ruim;Ruim;Ruim;Regular;Ruim;Bom;Regular;Regular;Regular;Regular;Bom;Melhorias e novos postos de saúde;Nenhum;Poderia votar;Poderia votar;Poderia votar;Depende do candidato
330;Zona Rural;Manuela ;Sim;Angico;Feminino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Boa;Ótima;Segurança;Bom;Bom;Péssimo;Ruim;Ruim;Regular;Ótimo;Bom;Bom;Ruim;Bom;Melhorias e novos postos de saúde;Essio Tenório;Não votaria de jeito nenhum;Votaria com certeza;Não conhece o suficiente;Sim, votaria
331;Zona Rural;Manuela ;Sim;Angico;Masculino;16 a 24 anos;Até o ensino médio;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Regular;Ótima;Segurança;Ótimo;Ótimo;Ruim;Bom;Ruim;Bom;Bom;Bom;Regular;Bom;Regular;Estrutura da cidade;Essio Tenório;Não votaria de jeito nenhum;Votaria com certeza;Poderia votar;Depende do candidato
335;Zona Rural;Riquinho ;Sim;Angico;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Boa;Segurança;Ótimo;Ótimo;Ruim;Péssimo;Ruim;Bom;Bom;Ótimo;Péssimo;Bom;Bom;Melhorias e novos postos de saúde;Essio Tenório;Poderia votar;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
336;Zona Rural;Riquinho ;Sim;Angico;Feminino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Ruim;Boa;Iluminação;Bom;Ótimo;Regular;Bom;Ruim;Ótimo;Bom;Ótimo;Regular;Bom;Ótimo;Manutenção das Estradas;Essio Tenório;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
337;Zona Rural;Riquinho ;Sim;Sítio Caraíbas;Feminino;16 a 24 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Regular;Ótima;Abastecimento de Água;Regular;Bom;Ruim;Regular;Regular;Ruim;Bom;Regular;Péssimo;Ruim;Ruim;Recuperar e construir escolas;Jessé;Poderia votar;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
338;Zona Rural;Riquinho ;Sim;Assentamento Santa Luzia;Masculino;16 a 24 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Boa;Aprova;Regular;Regular;Abastecimento de Água;Bom;Bom;Bom;Regular;Ruim;Bom;Bom;Bom;Péssimo;Bom;Péssimo;Calçamento de Ruas;Nenhum;Poderia votar;Poderia votar;Poderia votar;Depende do candidato
339;Zona Rural;Riquinho ;Sim;Assentamento Santa Luzia;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Regular;Boa;Segurança;Bom;Bom;Péssimo;Ruim;Ruim;Bom;Regular;Bom;Péssimo;Regular;Péssimo;Recuperação e mais Praças;Não sabe/Não respondeu;Poderia votar;Poderia votar;Poderia votar;Depende do candidato
340;Zona Rural;Rochelle ;Sim;Angico;Feminino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Boa;Aprova;Boa;Boa;Geração de Emprego e Renda;Bom;Bom;Regular;Ruim;Ruim;Regular;Regular;Bom;Regular;Bom;Bom;Atrair empresas e gerar empregos;Essio Tenório;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Votaria com certeza;Não sabe/Não respondeu
341;Zona Rural;Rochelle ;Sim;Angico;Feminino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Ótima;Segurança;Bom;Bom;Ruim;Ruim;Ruim;Bom;Regular;Bom;Regular;Regular;Regular;Investir mais em segurança;Essio Tenório;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria
346;Zona Rural;Arthur;Sim;Sítio Caraíbas;Masculino;34 a 44 anos;Até o ensino médio;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Boa;Boa;Saúde;Péssimo;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Regular;Regular;Ruim;Melhorias e novos postos de saúde;Jorge do Cachorro Quente;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
347;Zona Rural;Arthur;Sim;Assentamento Santa Luzia;Feminino;25 a 34 anos;Até o ensino médio;Prefere não responder;Não;Não sabe/Não respondeu;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;;Regular;Aprova;Boa;Boa;Abastecimento de Água;Regular;Bom;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Péssimo;Abastecimento de Água;Jorge do Cachorro Quente;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Depende do candidato
348;Zona Rural;Arthur;Sim;Assentamento Santa Luzia;Masculino;45 a 59 anos;Até o ensino médio;Prefere não responder;Sim;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;;Boa;Aprova;Regular;Boa;Saúde;Péssimo;Bom;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Ruim;Melhorias e novos postos de saúde;Jorge do Cachorro Quente;Poderia votar;Poderia votar;Poderia votar;Depende do candidato
349;Zona Rural;Luís ;Sim;Libertação;Feminino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Rogéria Martins;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Boa;Ótima;Lazer;Bom;Ótimo;Ótimo;Bom;Regular;Bom;Bom;Bom;Bom;Bom;Regular;Recuperação e mais Praças;Nenhum;Poderia votar;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
350;Zona Rural;Luís ;Sim;Libertação;Masculino;60 anos ou mais;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Rogéria Martins;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Boa;Boa;Estradas/Calçamento/Asfalto;Ótimo;Ótimo;Ótimo;Ótimo;Péssimo;Regular;Bom;Bom;Bom;Bom;Ótimo;Recuperação e mais Praças;Nenhum;Poderia votar;Votaria com certeza;Não conhece o suficiente;Sim, votaria
352;Zona Rural;Luís ;Sim;Sítio Santa Maria;Feminino;45 a 59 anos;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Pedro Pilota;;Péssima;Desaprova;Boa;Regular;Estradas/Calçamento/Asfalto;Bom;Regular;Bom;Ruim;Bom;Péssimo;Péssimo;Ruim;Regular;Bom;Regular;Calçamento de Ruas;Nenhum;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria
353;Zona Rural;Luís ;Sim;Jiboia;Masculino;25 a 34 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Regular;Péssima;Agricultura;Bom;Bom;Bom;Regular;Bom;Péssimo;Péssimo;Bom;Bom;Ruim;Bom;Calçamento de Ruas;Nenhum;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
356;Zona Rural;Wenia ;Sim;Jiboia;Feminino;45 a 59 anos;Analfabeto/Lê e Escreve;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Boa;Ótima;Estradas/Calçamento/Asfalto;Ótimo;Ótimo;Regular;Regular;Péssimo;Péssimo;Regular;Regular;Péssimo;Péssimo;Ruim;Abastecimento de Água;Não sabe/Não respondeu;Votaria com certeza;Votaria com certeza;Votaria com certeza;Sim, votaria
359;Zona Rural;Luciana ;Sim;Jiboia;Feminino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;;Regular;Aprova;Não sabe/Não respondeu;Boa;Estradas/Calçamento/Asfalto;Bom;Bom;Péssimo;Regular;Péssimo;Bom;Péssimo;Regular;Ruim;Regular;Ruim;Melhorias e novos postos de saúde;Nenhum;Poderia votar;Não votaria de jeito nenhum;Poderia votar;Não votaria
360;Zona Rural;Paula;Sim;Libertação;Feminino;16 a 24 anos;Até o ensino médio;Prefere não responder;Não;Não sabe/Não respondeu;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;;Boa;Aprova;Regular;Ótima;Estradas/Calçamento/Asfalto;Bom;Bom;Bom;Bom;Ruim;Bom;Bom;Bom;Péssimo;Bom;Péssimo;Atrair empresas e gerar empregos;Jessé;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
362;Zona Rural;Paula;Sim;Sítio Santa Maria;Masculino;16 a 24 anos;Até o ensino médio;Prefere não responder;Não;Não sabe/Não respondeu;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;;Boa;Aprova;Boa;Ruim;Iluminação;Bom;Bom;Bom;Bom;Bom;Regular;Bom;Bom;Bom;Bom;Bom;Estrutura da cidade;Essio Tenório;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
363;Zona Rural;Paula;Sim;Jiboia;Feminino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Regular;Boa;Abastecimento de Água;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Regular;Abastecimento de Água;Não sabe/Não respondeu;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
364;Zona Rural;Paula;Sim;Serra dos Cavalos;Masculino;34 a 44 anos;Até o ensino fundamental;Prefere não responder;Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Regular;Regular;Saúde;Ruim;Ruim;Ruim;Péssimo;Bom;Péssimo;Bom;Bom;Ruim;Ruim;Ruim;Abastecimento de Água;Não sabe/Não respondeu;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
